,filename,discrete_lengths
0,910,"['fast', 'medium', 'slow', 'medium', 'x-fast', 'medium', 'x-fast', 'x-slow', 'x-fast', 'fast', 'x-fast', 'x-fast', 'fast', 'fast', 'slow', 'medium', 'fast', 'x-fast', 'fast', 'slow', 'x-fast', 'fast', 'x-slow', 'slow', 'medium', 'x-fast', 'slow', 'slow', 'medium', 'x-slow', 'fast', 'slow', 'fast', 'fast', 'x-fast', 'medium', 'slow', 'medium', 'fast', 'slow', 'x-fast', 'x-fast', 'fast', 'x-slow', 'medium', 'x-slow', 'medium', 'x-fast', 'x-slow', 'slow', 'medium', 'medium', 'x-slow', 'medium', 'x-fast', 'x-slow', 'x-fast', 'x-slow', 'x-slow', 'medium', 'x-slow', 'fast', 'x-fast', 'medium', 'fast', 'x-fast', 'x-slow', 'slow', 'x-fast', 'x-fast', 'x-slow', 'medium', 'x-slow', 'x-slow', 'fast', 'x-slow', 'slow', 'medium', 'fast', 'fast', 'slow', 'medium', 'fast', 'slow', 'x-fast', 'slow', 'medium', 'x-fast', 'fast', 'x-slow', 'medium', 'fast', 'fast', 'fast', 'x-fast', 'x-slow', 'x-slow', 'medium', 'fast', 'fast', 'slow', 'x-fast', 'x-fast', 'slow', 'x-fast', 'x-fast', 'medium', 'fast', 'fast', 'x-slow', 'medium', 'x-fast', 'x-slow', 'medium', 'fast', 'x-slow', 'medium', 'medium', 'slow', 'slow', 'slow', 'x-fast', 'x-fast', 'x-slow', 'slow', 'medium', 'slow', 'slow', 'x-fast', 'slow', 'x-slow', 'slow', 'slow', 'fast', 'slow', 'x-fast', 'x-fast', 'fast', 'slow', 'medium', 'slow', 'x-slow', 'slow', 'fast', 'x-slow', 'medium', 'medium', 'x-slow', 'fast', 'x-slow', 'fast', 'x-fast', 'x-slow', 'x-slow', 'medium', 'x-slow', 'medium', 'medium', 'x-slow', 'medium', 'x-fast', 'fast', 'medium', 'x-fast', 'x-fast', 'x-slow', 'fast', 'medium', 'medium', 'medium', 'x-slow', 'x-fast', 'fast', 'slow', 'x-slow', 'medium', 'fast', 'medium', 'slow', 'slow', 'x-slow', 'x-slow', 'fast', 'x-fast', 'medium', 'x-fast', 'medium', 'slow', 'fast', 'x-slow', 'slow', 'x-fast', 'x-fast', 'slow', 'slow', 'slow', 'slow', 'medium', 'fast', 'slow', 'x-fast', 'x-slow', 'fast', 'x-fast', 'fast', 'x-slow', 'x-slow', 'x-slow']"
0,911,"['fast', 'slow', 'medium', 'slow', 'x-fast', 'x-fast', 'slow', 'x-fast', 'x-fast', 'x-slow', 'x-slow', 'fast', 'x-slow', 'slow', 'x-fast', 'slow', 'x-slow', 'fast', 'x-fast', 'x-slow', 'slow', 'slow', 'fast', 'x-fast', 'medium', 'x-fast', 'slow', 'slow', 'fast', 'slow', 'x-slow', 'slow', 'medium', 'x-fast', 'medium', 'x-slow', 'medium', 'x-fast', 'slow', 'slow', 'x-fast', 'x-fast', 'x-slow', 'fast', 'x-slow', 'x-fast', 'fast', 'x-fast', 'x-slow', 'fast', 'slow', 'x-fast', 'x-slow', 'medium', 'x-fast', 'x-fast', 'x-slow', 'medium', 'medium', 'x-slow', 'x-slow', 'fast', 'medium', 'slow', 'x-fast', 'x-slow', 'fast', 'fast', 'fast', 'slow', 'x-fast', 'x-slow', 'x-fast', 'x-slow', 'x-slow', 'fast', 'x-fast', 'slow', 'x-slow', 'medium', 'slow', 'x-slow', 'x-fast', 'x-slow', 'fast', 'slow', 'medium', 'x-fast', 'x-fast', 'x-fast', 'medium', 'x-fast', 'x-slow', 'fast', 'fast', 'medium', 'medium', 'x-slow', 'slow', 'fast', 'medium', 'x-fast', 'slow', 'x-slow', 'fast', 'slow', 'x-slow', 'medium', 'fast', 'fast', 'x-fast', 'x-fast', 'slow', 'x-fast', 'fast', 'x-slow', 'slow', 'medium', 'x-fast', 'x-fast', 'slow', 'medium', 'fast', 'medium', 'x-fast', 'fast', 'fast', 'medium', 'x-slow', 'slow', 'fast', 'fast', 'x-fast', 'x-slow', 'x-fast', 'medium', 'medium', 'x-slow', 'slow', 'slow', 'x-fast', 'fast', 'x-slow', 'medium', 'fast', 'x-fast', 'x-slow', 'medium', 'x-fast', 'slow', 'x-fast', 'x-fast', 'slow', 'slow', 'slow', 'fast', 'x-fast', 'fast', 'x-fast', 'x-slow', 'medium', 'x-fast', 'slow', 'fast', 'fast', 'medium', 'x-slow', 'x-fast', 'fast', 'x-slow', 'fast', 'slow', 'fast', 'x-fast', 'medium', 'x-fast', 'x-fast', 'x-slow', 'slow', 'slow', 'x-fast', 'x-fast', 'slow', 'x-fast', 'x-fast', 'x-slow', 'fast', 'x-fast', 'x-slow', 'x-slow', 'fast', 'slow', 'medium', 'fast', 'medium', 'x-fast', 'x-slow', 'x-fast', 'slow', 'slow', 'medium', 'medium', 'x-slow', 'fast', 'medium', 'x-fast', 'x-slow']"
0,912,"['fast', 'fast', 'medium', 'fast', 'medium', 'fast', 'x-slow', 'x-fast', 'medium', 'fast', 'medium', 'x-fast', 'x-slow', 'x-fast', 'fast', 'medium', 'x-fast', 'medium', 'slow', 'slow', 'x-fast', 'slow', 'x-fast', 'x-fast', 'x-fast', 'medium', 'x-slow', 'x-fast', 'slow', 'slow', 'x-fast', 'x-slow', 'slow', 'x-fast', 'medium', 'slow', 'medium', 'x-fast', 'x-fast', 'slow', 'x-slow', 'medium', 'x-fast', 'x-slow', 'slow', 'medium', 'slow', 'fast', 'x-fast', 'fast', 'x-slow', 'slow', 'slow', 'medium', 'x-fast', 'slow', 'x-slow', 'medium', 'x-slow', 'x-fast', 'x-fast', 'slow', 'x-slow', 'medium', 'fast', 'slow', 'x-slow', 'x-slow', 'x-slow', 'slow', 'fast', 'medium', 'x-slow', 'x-fast', 'x-slow', 'slow', 'x-fast', 'x-fast', 'x-slow', 'fast', 'medium', 'x-fast', 'x-slow', 'slow', 'slow', 'slow', 'x-slow', 'fast', 'medium', 'medium', 'slow', 'slow', 'fast', 'fast', 'x-fast', 'x-slow', 'fast', 'x-slow', 'x-slow', 'medium', 'fast', 'medium', 'slow', 'slow', 'x-fast', 'x-fast', 'x-fast', 'fast', 'medium', 'x-fast', 'x-fast', 'medium', 'x-fast', 'slow', 'x-slow', 'x-fast', 'slow', 'x-fast', 'x-fast', 'x-slow', 'fast', 'slow', 'x-fast', 'x-fast', 'slow', 'x-slow', 'x-slow', 'medium', 'fast', 'medium', 'fast', 'x-fast', 'slow', 'x-fast', 'x-slow', 'fast', 'x-fast', 'fast', 'x-slow', 'fast', 'x-fast', 'x-slow', 'x-slow', 'fast', 'medium', 'x-fast', 'slow', 'x-slow', 'x-fast', 'slow', 'medium', 'x-fast', 'x-fast', 'x-slow', 'slow', 'fast', 'medium', 'medium', 'fast', 'x-slow', 'x-slow', 'fast', 'medium', 'x-fast', 'slow', 'slow', 'fast', 'medium', 'fast', 'x-slow', 'x-fast', 'medium', 'fast', 'x-slow', 'x-slow', 'x-slow', 'medium', 'medium', 'x-fast', 'medium', 'fast', 'medium', 'medium', 'slow', 'slow', 'fast', 'x-fast', 'medium', 'x-slow', 'fast', 'fast', 'fast', 'fast', 'x-slow', 'x-fast', 'slow', 'slow', 'fast', 'fast', 'x-fast', 'x-fast', 'x-slow', 'fast', 'slow']"
0,913,"['medium', 'medium', 'fast', 'x-fast', 'fast', 'fast', 'medium', 'slow', 'x-fast', 'x-fast', 'medium', 'fast', 'x-slow', 'medium', 'medium', 'slow', 'x-slow', 'x-slow', 'x-fast', 'x-fast', 'slow', 'x-fast', 'fast', 'x-fast', 'slow', 'fast', 'x-slow', 'fast', 'medium', 'slow', 'slow', 'x-fast', 'medium', 'fast', 'x-fast', 'slow', 'x-fast', 'x-fast', 'slow', 'x-slow', 'slow', 'fast', 'slow', 'medium', 'fast', 'x-fast', 'fast', 'slow', 'x-fast', 'x-fast', 'slow', 'medium', 'fast', 'x-slow', 'fast', 'medium', 'x-fast', 'x-slow', 'x-slow', 'fast', 'fast', 'x-slow', 'medium', 'slow', 'x-slow', 'fast', 'medium', 'x-fast', 'slow', 'x-slow', 'x-fast', 'x-slow', 'medium', 'fast', 'x-fast', 'x-slow', 'fast', 'x-slow', 'medium', 'medium', 'slow', 'x-fast', 'slow', 'medium', 'fast', 'x-fast', 'x-slow', 'slow', 'x-fast', 'x-fast', 'medium', 'slow', 'x-slow', 'medium', 'x-fast', 'x-slow', 'x-slow', 'medium', 'slow', 'x-fast', 'slow', 'x-slow', 'medium', 'x-slow', 'medium', 'fast', 'x-slow', 'medium', 'slow', 'slow', 'x-fast', 'slow']"
0,914,"['medium', 'medium', 'fast', 'fast', 'medium', 'fast', 'medium', 'x-fast', 'medium', 'medium', 'x-slow', 'medium', 'x-slow', 'medium', 'x-fast', 'x-fast', 'fast', 'x-slow', 'x-fast', 'x-fast', 'slow', 'medium', 'slow', 'fast', 'slow', 'slow', 'medium', 'medium', 'slow', 'x-fast', 'medium', 'fast', 'medium', 'slow', 'medium', 'medium', 'slow', 'medium', 'slow', 'x-fast', 'medium', 'slow', 'slow', 'x-fast', 'fast', 'x-slow', 'fast', 'medium', 'x-fast', 'x-slow', 'x-fast', 'x-slow', 'medium', 'x-fast', 'x-fast', 'medium', 'x-slow', 'fast', 'fast', 'slow', 'slow', 'x-fast', 'x-fast', 'x-slow', 'x-fast', 'x-fast', 'slow', 'medium', 'x-fast', 'x-slow', 'slow', 'x-slow', 'slow', 'x-fast', 'slow', 'medium', 'x-slow', 'slow', 'medium', 'x-fast', 'x-fast', 'x-slow', 'fast', 'x-fast', 'medium', 'x-slow', 'x-fast', 'x-slow', 'medium', 'slow', 'medium', 'slow', 'x-slow', 'x-fast', 'x-slow', 'slow', 'x-slow', 'fast', 'fast', 'x-slow', 'fast', 'fast', 'medium', 'x-fast', 'x-fast', 'x-fast', 'medium', 'fast', 'x-slow', 'x-fast', 'medium', 'x-slow', 'medium', 'fast', 'slow', 'slow', 'x-fast', 'x-fast', 'slow', 'x-fast', 'medium', 'fast', 'x-slow', 'fast', 'slow', 'x-slow', 'slow', 'medium', 'fast', 'slow', 'medium', 'fast', 'x-fast', 'slow', 'x-slow', 'fast', 'x-fast', 'fast', 'x-slow', 'slow', 'fast', 'x-slow', 'x-fast', 'x-slow', 'x-fast', 'medium', 'x-fast', 'slow', 'fast', 'slow', 'slow', 'fast', 'medium', 'x-fast', 'x-slow', 'slow', 'x-fast', 'slow', 'fast', 'slow', 'slow', 'x-fast', 'medium', 'medium', 'fast', 'x-fast', 'x-slow', 'fast', 'x-slow', 'medium', 'medium', 'medium', 'x-fast', 'x-slow', 'fast', 'x-fast', 'x-fast', 'fast', 'x-slow', 'x-fast', 'slow', 'x-fast', 'x-fast', 'x-fast', 'slow', 'fast', 'x-slow', 'medium', 'x-slow', 'x-slow', 'slow', 'x-slow', 'slow', 'slow', 'fast', 'medium', 'fast', 'medium', 'medium', 'medium', 'x-fast', 'x-slow', 'fast', 'x-slow', 'medium', 'x-fast', 'medium', 'fast', 'x-slow', 'x-slow', 'slow', 'fast', 'x-fast', 'x-slow', 'x-fast', 'slow']"
0,915,"['slow', 'slow', 'x-fast', 'slow', 'fast', 'medium', 'x-fast', 'medium', 'medium', 'medium', 'x-fast', 'x-slow', 'medium', 'x-fast', 'slow', 'x-slow', 'slow', 'x-slow', 'x-fast', 'slow', 'x-slow', 'slow', 'x-slow', 'fast', 'fast', 'slow', 'medium', 'medium', 'slow', 'medium', 'x-fast', 'slow', 'x-slow', 'x-slow', 'x-slow', 'fast', 'slow', 'slow', 'fast', 'fast', 'slow', 'slow', 'slow', 'x-fast', 'x-slow', 'fast', 'x-slow', 'fast', 'medium', 'fast', 'x-slow', 'fast', 'x-fast', 'x-slow', 'x-slow', 'fast', 'slow', 'slow', 'slow', 'x-fast', 'x-fast', 'medium', 'x-slow', 'medium', 'x-fast', 'fast', 'x-fast', 'x-slow', 'x-fast', 'x-fast', 'medium', 'fast', 'fast', 'x-slow', 'medium', 'fast', 'x-fast', 'fast', 'x-slow', 'x-fast', 'x-fast', 'x-fast', 'slow', 'slow', 'medium', 'medium', 'x-fast', 'x-fast', 'fast', 'x-slow', 'medium', 'medium', 'x-fast', 'fast', 'fast', 'x-fast', 'x-fast', 'medium', 'x-slow', 'slow', 'x-slow', 'slow', 'slow', 'fast', 'slow', 'medium', 'fast', 'medium', 'fast', 'x-fast', 'x-fast', 'medium', 'medium', 'x-fast', 'medium', 'x-slow', 'medium', 'x-fast', 'x-slow', 'x-slow', 'slow', 'slow', 'fast', 'x-fast', 'fast', 'x-slow', 'fast', 'fast', 'x-slow', 'medium', 'x-fast', 'x-fast', 'medium', 'x-fast', 'x-slow', 'x-fast', 'x-fast', 'x-slow', 'slow', 'x-slow']"
0,916,"['fast', 'medium', 'fast', 'slow', 'medium', 'slow', 'x-fast', 'slow', 'x-fast', 'x-fast', 'fast', 'fast', 'slow', 'x-slow', 'medium', 'fast', 'slow', 'x-slow', 'x-slow', 'medium', 'fast', 'slow', 'medium', 'medium', 'x-slow', 'medium', 'x-fast', 'x-fast', 'medium', 'x-slow', 'medium', 'x-fast', 'medium', 'x-fast', 'slow', 'slow', 'fast', 'fast', 'x-slow', 'x-slow', 'medium', 'x-slow', 'slow', 'medium', 'x-fast', 'medium', 'fast', 'fast', 'x-slow', 'medium', 'fast', 'x-fast', 'medium', 'medium', 'x-slow', 'medium', 'x-fast', 'fast', 'medium', 'x-slow', 'medium', 'x-fast', 'slow', 'x-fast', 'slow', 'x-fast', 'x-fast', 'slow', 'medium', 'fast', 'x-fast', 'x-fast', 'x-fast', 'x-fast', 'x-slow', 'x-fast', 'medium', 'medium', 'slow', 'x-slow', 'slow', 'x-slow', 'x-slow', 'medium', 'x-fast', 'x-fast', 'x-fast', 'slow', 'fast', 'fast', 'x-fast', 'fast', 'slow', 'fast', 'x-slow', 'fast', 'medium', 'medium', 'x-fast', 'slow', 'x-fast', 'slow', 'slow', 'x-fast', 'x-slow', 'medium', 'x-fast', 'x-slow', 'fast', 'x-slow', 'medium', 'x-fast', 'slow', 'x-fast', 'medium', 'x-fast', 'x-fast', 'x-slow', 'slow', 'slow', 'x-fast', 'x-slow', 'x-slow', 'slow', 'fast', 'fast', 'x-fast', 'x-slow', 'x-slow', 'medium', 'medium', 'slow', 'x-fast', 'medium', 'x-fast', 'x-fast', 'x-slow', 'fast', 'medium', 'x-fast', 'fast', 'x-slow', 'medium', 'x-slow', 'medium', 'x-slow', 'medium', 'medium', 'x-fast', 'x-slow', 'x-slow', 'x-slow']"
0,917,"['slow', 'slow', 'fast', 'slow', 'x-fast', 'medium', 'fast', 'slow', 'fast', 'x-fast', 'x-slow', 'fast', 'x-slow', 'slow', 'x-fast', 'medium', 'medium', 'x-slow', 'x-fast', 'fast', 'fast', 'slow', 'slow', 'medium', 'slow', 'x-fast', 'medium', 'medium', 'medium', 'x-fast', 'x-slow', 'medium', 'slow', 'fast', 'slow', 'slow', 'x-fast', 'medium', 'slow', 'x-fast', 'x-slow', 'medium', 'x-fast', 'slow', 'x-fast', 'medium', 'fast', 'x-slow', 'x-slow', 'medium', 'x-slow', 'medium', 'x-fast', 'medium', 'x-slow', 'slow', 'fast', 'slow', 'x-fast', 'x-fast', 'fast', 'fast', 'medium', 'x-fast', 'slow', 'fast', 'slow', 'fast', 'x-slow', 'x-fast', 'fast', 'x-fast', 'slow', 'slow', 'medium', 'x-fast', 'x-fast', 'slow', 'fast', 'x-slow', 'fast', 'slow', 'slow', 'x-fast', 'x-fast', 'x-fast', 'x-slow', 'fast', 'x-slow', 'medium', 'x-fast', 'x-fast', 'x-slow', 'x-slow', 'fast', 'slow', 'fast', 'fast', 'x-fast', 'x-fast', 'fast', 'medium', 'x-fast', 'x-slow', 'fast', 'x-slow', 'slow', 'medium', 'x-fast', 'x-fast', 'fast', 'x-slow', 'medium', 'x-slow', 'medium', 'x-fast', 'medium', 'x-fast', 'slow', 'x-slow', 'x-fast', 'fast', 'x-slow', 'slow', 'x-slow', 'slow', 'x-fast', 'x-fast', 'x-slow', 'fast', 'x-slow', 'medium', 'x-fast', 'medium', 'fast', 'x-slow', 'x-slow', 'medium', 'medium', 'x-fast', 'x-fast', 'slow', 'medium', 'x-slow', 'slow', 'x-fast', 'fast', 'fast', 'x-slow', 'medium', 'x-slow', 'fast', 'x-fast', 'slow', 'x-fast', 'slow', 'medium', 'fast', 'fast', 'slow', 'fast', 'x-slow', 'x-fast', 'x-fast', 'fast', 'x-slow', 'fast', 'fast', 'slow', 'medium', 'fast', 'medium', 'x-fast', 'fast', 'x-slow', 'fast', 'x-fast', 'x-fast', 'x-fast', 'x-slow', 'fast', 'x-slow', 'x-slow', 'x-fast', 'x-fast', 'x-fast', 'slow', 'slow', 'fast', 'x-fast', 'fast', 'medium', 'fast', 'slow', 'medium', 'x-slow', 'medium', 'fast', 'medium', 'medium', 'medium', 'fast', 'x-slow', 'slow', 'x-slow', 'slow', 'medium', 'fast', 'x-slow']"
0,918,"['fast', 'slow', 'slow', 'slow', 'slow', 'x-fast', 'slow', 'fast', 'fast', 'medium', 'x-fast', 'slow', 'x-fast', 'x-fast', 'x-slow', 'medium', 'slow', 'x-fast', 'x-fast', 'x-slow', 'slow', 'medium', 'fast', 'x-slow', 'medium', 'slow', 'slow', 'medium', 'x-slow', 'fast', 'fast', 'medium', 'x-fast', 'slow', 'slow', 'fast', 'x-fast', 'fast', 'slow', 'x-fast', 'x-slow', 'medium', 'fast', 'x-fast', 'medium', 'x-fast', 'x-slow', 'x-fast', 'slow', 'x-fast', 'x-slow', 'fast', 'x-slow', 'fast', 'medium', 'x-slow', 'x-slow', 'fast', 'fast', 'x-slow', 'x-slow', 'x-slow', 'fast', 'medium', 'x-slow', 'x-slow', 'medium', 'medium', 'slow', 'fast', 'x-slow', 'x-slow', 'slow', 'slow', 'x-fast', 'slow', 'x-fast', 'medium', 'x-fast', 'fast', 'slow', 'fast', 'x-fast', 'slow', 'fast', 'x-slow', 'medium', 'x-fast', 'slow', 'medium', 'fast', 'x-slow', 'medium', 'slow', 'x-fast', 'medium', 'fast', 'x-slow', 'fast', 'medium', 'fast', 'x-fast', 'medium', 'x-slow', 'medium', 'medium', 'medium', 'x-slow', 'medium', 'fast', 'x-slow', 'x-fast', 'slow', 'x-fast', 'slow', 'medium', 'slow', 'medium', 'medium', 'fast', 'fast', 'x-fast', 'slow', 'x-slow', 'fast', 'slow', 'x-fast', 'x-fast', 'fast', 'medium', 'x-slow', 'medium', 'x-fast', 'medium', 'x-slow', 'medium', 'fast', 'x-fast', 'medium', 'x-fast', 'x-slow', 'x-fast', 'slow', 'x-fast', 'x-slow']"
0,919,['ERROR-MISMATCH']
0,920,"['medium', 'slow', 'fast', 'x-fast', 'medium', 'slow', 'fast', 'x-slow', 'slow', 'medium', 'slow', 'medium', 'slow', 'x-slow', 'slow', 'x-fast', 'x-slow', 'x-slow', 'slow', 'x-slow', 'slow', 'x-fast', 'x-fast', 'x-slow', 'slow', 'x-slow', 'x-fast', 'medium', 'x-slow', 'fast', 'x-fast', 'fast', 'slow', 'fast', 'x-fast', 'slow', 'medium', 'slow', 'fast', 'fast', 'x-slow', 'medium', 'x-fast', 'slow', 'medium', 'x-slow', 'medium', 'slow', 'fast', 'x-slow', 'slow', 'x-fast', 'fast', 'fast', 'slow', 'fast', 'fast', 'x-slow', 'medium', 'medium', 'x-fast', 'slow', 'x-fast', 'slow', 'x-fast', 'x-fast', 'fast', 'x-slow', 'medium', 'x-fast', 'x-fast', 'x-slow', 'fast', 'x-slow', 'medium', 'slow', 'medium', 'x-fast', 'fast', 'medium', 'x-slow', 'fast', 'x-slow', 'medium', 'fast', 'x-fast', 'medium', 'x-fast', 'x-slow', 'medium', 'x-fast', 'x-slow', 'x-fast', 'x-slow', 'medium', 'fast', 'slow', 'x-fast', 'fast', 'x-fast', 'medium', 'medium', 'x-slow', 'medium', 'x-slow', 'medium', 'fast', 'slow', 'x-fast', 'x-fast', 'slow', 'medium', 'fast', 'slow', 'medium', 'x-fast', 'slow', 'fast', 'x-slow', 'medium', 'fast', 'slow', 'fast', 'slow', 'slow', 'x-fast', 'x-fast', 'x-slow', 'x-fast', 'x-slow', 'fast', 'x-slow', 'fast', 'fast', 'slow', 'x-slow', 'slow', 'medium', 'slow', 'medium', 'x-fast', 'slow', 'x-fast', 'x-fast', 'x-slow', 'medium', 'fast', 'x-fast', 'slow', 'x-fast', 'x-fast', 'fast', 'x-slow', 'slow', 'medium', 'fast', 'fast', 'x-slow', 'medium', 'medium', 'x-slow', 'x-fast', 'x-slow', 'x-slow', 'fast', 'fast', 'x-slow']"
0,921,"['medium', 'medium', 'medium', 'slow', 'medium', 'medium', 'slow', 'x-fast', 'slow', 'medium', 'slow', 'x-fast', 'x-slow', 'fast', 'x-fast', 'fast', 'fast', 'medium', 'fast', 'x-slow', 'x-fast', 'x-slow', 'x-fast', 'fast', 'x-fast', 'slow', 'x-slow', 'x-slow', 'slow', 'fast', 'x-fast', 'x-slow', 'x-slow', 'slow', 'medium', 'fast', 'x-fast', 'slow', 'x-slow', 'x-slow', 'slow', 'x-slow', 'medium', 'x-fast', 'medium', 'fast', 'medium', 'x-fast', 'x-slow', 'medium', 'medium', 'x-fast', 'fast', 'x-slow', 'x-fast', 'x-fast', 'fast', 'x-slow', 'slow', 'medium', 'x-fast', 'slow', 'slow', 'fast', 'medium', 'x-fast', 'x-fast', 'x-fast', 'slow', 'fast', 'fast', 'fast', 'fast', 'medium', 'x-slow', 'medium', 'medium', 'x-fast', 'fast', 'fast', 'x-fast', 'fast', 'slow', 'medium', 'x-fast', 'x-slow', 'x-fast', 'fast', 'x-slow', 'slow', 'x-fast', 'slow', 'slow', 'fast', 'slow', 'x-fast', 'x-fast', 'medium', 'x-slow', 'medium', 'medium', 'medium', 'x-fast', 'x-slow', 'x-fast', 'x-slow', 'x-fast', 'slow', 'medium', 'x-slow', 'x-slow', 'medium', 'x-slow', 'fast', 'slow', 'x-slow', 'x-slow', 'slow', 'slow', 'slow', 'slow', 'x-slow', 'fast', 'fast', 'fast', 'fast', 'fast', 'fast', 'slow', 'slow', 'fast', 'medium', 'x-slow', 'fast', 'x-slow', 'medium', 'medium', 'x-fast', 'fast', 'x-slow', 'x-fast', 'fast', 'fast', 'x-slow', 'x-slow', 'medium', 'x-fast', 'slow', 'slow', 'slow', 'slow', 'medium', 'x-fast', 'fast', 'x-slow']"
0,922,"['slow', 'slow', 'fast', 'x-fast', 'medium', 'x-fast', 'slow', 'slow', 'slow', 'fast', 'x-fast', 'x-fast', 'x-slow', 'x-slow', 'x-slow', 'fast', 'x-slow', 'medium', 'x-fast', 'slow', 'slow', 'x-fast', 'x-fast', 'x-fast', 'x-slow', 'medium', 'x-slow', 'fast', 'x-fast', 'x-slow', 'fast', 'x-slow', 'medium', 'x-fast', 'slow', 'x-fast', 'x-slow', 'fast', 'x-slow', 'x-slow', 'slow', 'fast', 'medium', 'fast', 'x-fast', 'fast', 'x-fast', 'x-slow', 'slow', 'x-slow', 'fast', 'fast', 'slow', 'fast', 'slow', 'x-fast', 'fast', 'x-slow', 'x-slow', 'slow', 'slow', 'medium', 'fast', 'x-fast', 'fast', 'slow', 'fast', 'x-fast', 'x-fast', 'slow', 'x-fast', 'x-fast', 'slow', 'fast', 'fast', 'fast', 'slow', 'fast', 'x-slow', 'x-fast', 'slow', 'x-fast', 'slow', 'medium', 'slow', 'slow', 'medium', 'x-slow', 'medium', 'fast', 'fast', 'medium', 'fast', 'x-fast', 'medium', 'fast', 'slow', 'x-slow', 'x-fast', 'fast', 'slow', 'x-fast', 'x-slow', 'medium', 'fast', 'medium', 'x-slow', 'x-slow', 'slow', 'slow', 'fast', 'medium', 'fast', 'x-fast', 'x-fast', 'x-fast', 'x-slow', 'fast', 'x-fast', 'x-fast', 'x-slow', 'x-fast', 'x-slow', 'fast', 'x-slow', 'x-slow', 'medium', 'fast', 'medium', 'x-fast', 'x-fast', 'fast', 'x-fast', 'x-slow', 'fast', 'slow', 'medium', 'slow', 'x-slow', 'fast', 'x-fast', 'fast', 'medium', 'fast', 'fast', 'slow', 'slow', 'medium', 'medium', 'x-fast', 'x-fast', 'x-slow', 'slow', 'x-slow', 'slow', 'fast', 'x-fast', 'fast', 'x-slow', 'medium', 'fast', 'medium', 'fast', 'x-fast', 'fast', 'x-fast', 'slow', 'x-fast', 'x-slow', 'fast', 'x-fast', 'medium', 'fast', 'x-fast', 'fast', 'slow', 'x-slow', 'x-slow', 'x-slow', 'x-slow', 'slow', 'medium', 'slow', 'medium', 'x-slow', 'medium', 'x-fast', 'slow', 'x-fast', 'x-slow', 'fast', 'x-slow', 'slow']"
0,923,"['x-fast', 'slow', 'fast', 'x-fast', 'x-slow', 'fast', 'x-fast', 'x-fast', 'medium', 'fast', 'slow', 'x-fast', 'x-fast', 'x-fast', 'x-slow', 'medium', 'fast', 'x-fast', 'fast', 'slow', 'slow', 'x-slow', 'fast', 'x-fast', 'fast', 'slow', 'fast', 'fast', 'x-fast', 'x-slow', 'fast', 'slow', 'fast', 'medium', 'x-fast', 'slow', 'slow', 'x-slow', 'slow', 'slow', 'x-fast', 'x-slow', 'medium', 'x-fast', 'x-fast', 'x-fast', 'medium', 'x-slow', 'fast', 'x-slow', 'fast', 'fast', 'medium', 'x-fast', 'x-slow', 'x-slow', 'medium', 'slow', 'slow', 'fast', 'x-slow', 'x-slow', 'medium', 'medium', 'x-slow', 'x-fast', 'x-slow', 'medium', 'fast', 'fast', 'x-slow', 'medium', 'slow', 'slow', 'fast', 'x-fast', 'x-slow', 'slow', 'x-slow', 'medium', 'medium', 'slow', 'slow', 'fast', 'slow', 'medium', 'fast', 'x-fast', 'fast', 'x-fast', 'x-fast', 'fast', 'x-slow', 'slow', 'x-slow', 'fast', 'slow', 'fast', 'fast', 'medium', 'fast', 'slow', 'x-slow', 'medium', 'slow', 'fast', 'fast', 'x-fast', 'medium', 'x-slow', 'fast', 'x-slow', 'x-slow', 'medium', 'fast', 'medium', 'fast', 'x-slow', 'slow', 'x-slow', 'medium', 'slow', 'x-fast', 'slow', 'fast', 'slow', 'slow', 'fast', 'x-fast', 'x-fast', 'fast', 'fast', 'medium', 'fast', 'slow', 'x-fast', 'x-fast', 'x-fast', 'x-slow']"
