filename,base_word_lengths,pause_lengths,neutral_relative_word_lengths,pause_lenghts
1066_MTI_FEA_XX,"[0.24, 0.37, 0.02, 0.1, 0.1, 0.48]","[0.0, 0.13, 0.0, 0.0, 0.0]","[-0.2, -0.07500000000000007, -0.8333333333333333, -0.1666666666666666, -0.09090909090909087, 0.09090909090909087]",
1071_TAI_HAP_XX,"[0.44, 0.58, 0.16, 0.67, 0.53]","[0.010000000000000009, 0.0, 0.010000000000000231, 0.009999999999999787]","[0.76, 0.487179487179487, 0.23076923076923075, 0.810810810810811, 0.5588235294117647]",
1048_IEO_DIS_HI,"[0.19, 0.29, 0.61]","[0.010000000000000009, 0.0]","[0.0, -0.09375000000000008, 0.8484848484848484]",
1052_IWL_ANG_XX,"[0.2, 0.21, 0.29, 0.12, 0.32, 0.49, 0.54]","[0.0, 0.0, 0.040000000000000036, 0.0, 0.030000000000000027, 0.0]","[0.5384615384615385, 0.16666666666666666, 0.035714285714285546, 0.1999999999999999, 0.6, 0.36111111111111116, 0.2558139534883722]",
1070_IEO_FEA_LO,"[0.14, 0.31, 0.45]","[0.0, 0.0]","[-0.12499999999999993, -0.03125000000000003, 0.046511627906976785]",
1091_IEO_DIS_LO,"[0.13, 0.38, 0.71]","[0.0, 0.0]","[-0.07142857142857148, 0.2666666666666667, 0.5106382978723404]",
1059_TIE_ANG_XX,"[0.23, 0.15, 1.0, 0.26, 0.55]","[0.0, 0.0, 0.11999999999999988, 0.03000000000000025]","[-0.30303030303030304, 0.0, 0.11111111111111108, -0.16129032258064513, 0.7187500000000001]",
1083_MTI_ANG_XX,"[0.65, 0.77, 0.16, 0.21, 0.17, 0.71]","[0.040000000000000036, 0.040000000000000036, 0.0, 0.009999999999999787, 4.440892098500626e-16]","[0.7567567567567568, 0.2622950819672132, 0.06666666666666674, 0.4999999999999998, 0.30769230769230776, 0.3921568627450979]",
1062_TIE_SAD_XX,"[0.26, 0.16, 0.59, 0.16, 0.35]","[0.0, 0.0, 0.0, 0.0]","[-0.16129032258064513, 0.23076923076923075, 0.11320754716981121, 0.06666666666666674, -0.2553191489361702]",
1058_IWL_ANG_XX,"[0.18, 0.24, 0.41, 0.11, 0.39, 0.54, 0.54]","[0.0, 0.0, 0.050000000000000044, 0.0, 0.020000000000000018, 0.0]","[0.2, 0.1999999999999999, 0.32258064516129026, 0.375, 0.6250000000000001, 0.20000000000000004, 0.018867924528301903]",
1042_ITH_ANG_XX,"[0.13, 0.27, 0.06, 0.13, 0.09, 0.51, 0.64]","[0.0, -1.1102230246251565e-16, 1.1102230246251565e-16, 0.0, 0.010000000000000009, -2.220446049250313e-16]","[0.0, -0.03571428571428574, 0.0, -0.27777777777777773, 0.5, 0.15909090909090912, 0.015873015873015886]",
1043_IEO_SAD_MD,"[0.21, 0.29, 0.5]","[0.010000000000000009, 0.0]","[0.16666666666666666, -0.21621621621621626, 0.5625]",
1010_DFA_FEA_XX,"[0.55, 0.29, 0.06, 0.63]","[0.020000000000000018, 0.0, -2.220446049250313e-16]","[0.6666666666666667, -0.40816326530612246, -0.14285714285714296, -0.030769230769230795]",
1006_ITS_DIS_XX,NA,[],NA,NA
1037_IWL_DIS_XX,"[0.14, 0.21, 0.24, 0.07, 0.24, 0.53, 0.55]","[-1.1102230246251565e-16, 1.1102230246251565e-16, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.31249999999999994, 0.1999999999999999, 0.16666666666666682, 0.26315789473684204, 0.4722222222222224, 0.4473684210526317]",
1057_ITS_ANG_XX,"[0.16, 0.31, 0.14, 0.29, 0.2, 0.42]","[-1.1102230246251565e-16, 0.0, -2.220446049250313e-16, 0.0, 0.0]","[0.7777777777777779, 0.4761904761904762, 0.2727272727272728, 0.611111111111111, 0.25000000000000006, -0.125]",
1024_IEO_DIS_MD,"[0.39, 0.63, 0.79]","[0.06999999999999995, 0.020000000000000018]","[0.8571428571428573, 0.8000000000000002, 0.5800000000000001]",
1019_TAI_SAD_XX,"[0.27, 0.42, 0.12, 0.4, 0.34]","[-1.1102230246251565e-16, 0.0, 2.220446049250313e-16, -2.220446049250313e-16]","[-0.3571428571428571, -0.023255813953488393, -0.07692307692307698, -0.02439024390243891, -0.02857142857142844]",
1007_WSI_HAP_XX,"[0.16, 0.32, 0.14, 0.01, 0.36, 0.12, 0.74]","[0.0, 1.1102230246251565e-16, 0.010000000000000009, 0.0, 0.0, 0.010000000000000009]","[-0.5897435897435898, -0.4181818181818182, -0.33333333333333326, -0.9473684210526315, -0.25, -0.52, -0.013333333333333345]",
1004_IWW_FEA_XX,"[0.09, 0.25, 0.19, 0.2, 0.16, 0.42]","[0.0, 0.0, 0.07999999999999985, 2.220446049250313e-16, 0.0]","[-0.30769230769230776, -0.26470588235294124, -0.36666666666666664, -0.19999999999999996, 0.06666666666666674, 0.0]",
1069_TAI_DIS_XX,"[0.26, 0.34, 0.11, 0.44, 0.66]","[-5.551115123125783e-17, 0.0, 0.010000000000000009, 0.08999999999999986]","[0.0, -0.34615384615384615, -0.3125, -0.18518518518518523, 1.0625]",
1009_IWL_DIS_XX,"[0.12, 0.19, 0.29, 0.08, 0.34, 0.46, 0.63]","[0.0, -1.1102230246251565e-16, 0.0, 0.0, 0.0, -4.440892098500626e-16]","[-0.4000000000000001, 0.05555555555555561, 0.15999999999999992, 0.6, 0.7000000000000001, 0.21052631578947373, 0.3695652173913043]",
1058_TSI_HAP_XX,"[0.15, 0.46, 0.12, 0.59]","[0.0, -1.1102230246251565e-16, 0.0]","[-0.4, -0.36111111111111105, -0.42857142857142855, 0.13461538461538453]",
1046_DFA_HAP_XX,"[0.28, 0.21, 0.05, 0.51]","[0.0, 1.1102230246251565e-16, -1.1102230246251565e-16]","[-0.24324324324324317, -0.3, -0.28571428571428575, 0.10869565217391301]",
1047_IOM_HAP_XX,"[0.18, 0.16, 0.13, 0.14, 0.11, 0.02, 0.33]","[0.019999999999999962, 0.0, 0.0, 0.0, 0.1499999999999999, 0.0]","[-0.18181818181818185, 0.0, -0.13333333333333328, -0.22222222222222213, 0.0, -0.8181818181818181, -0.029411764705882377]",
1078_TIE_ANG_XX,"[0.22, 0.1, 0.82, 0.23, 0.57]","[1.1102230246251565e-16, 0.029999999999999916, 2.220446049250313e-16, 0.010000000000000009]","[0.047619047619047665, 0.0, 0.5769230769230768, 0.7692307692307693, 0.26666666666666655]",
1086_IWL_DIS_XX,"[0.09, 0.16, 0.2, 0.04, 0.17, 0.43, 0.41]","[0.0, -1.1102230246251565e-16, 1.1102230246251565e-16, 0.0, 0.0, 0.0]","[-0.18181818181818185, -0.15789473684210525, -0.1666666666666666, -0.5555555555555556, -0.2916666666666666, 0.13157894736842102, 0.024999999999999883]",
1072_IEO_ANG_HI,"[0.22, 0.4, 0.65]","[0.18000000000000005, 0.04999999999999982]","[-0.5319148936170213, -0.25925925925925924, 0.03174603174603177]",
1035_IEO_ANG_HI,"[0.2, 0.34, 0.81]","[-1.1102230246251565e-16, 0.16000000000000014]","[-0.09090909090909087, -0.1052631578947368, 0.5576923076923077]",
1009_IOM_FEA_XX,"[0.17, 0.13, 0.16, 0.21, 0.1, 0.09, 0.45]","[0.0, 0.0, -1.1102230246251565e-16, 0.0, 0.010000000000000009, -2.220446049250313e-16]","[-0.2272727272727272, -0.1875, -0.058823529411764754, 0.049999999999999906, -0.1666666666666666, -0.25, 0.32352941176470584]",
1077_IOM_HAP_XX,"[0.2, 0.16, 0.14, 0.21, 0.1, 0.09, 0.37]","[0.0, 0.0, 0.0, 0.0, -2.220446049250313e-16, 0.0]","[0.0, 0.0, -0.12499999999999993, 0.0, 0.0, -0.10000000000000009, 0.15624999999999997]",
1024_ITS_DIS_XX,"[0.31, 0.33, 0.19, 0.51, 0.23, 0.69]","[0.030000000000000027, -1.1102230246251565e-16, 0.0, 0.0, 0.050000000000000044]","[1.8181818181818183, 0.5714285714285715, 0.8999999999999999, 1.2173913043478262, 0.2777777777777779, 0.6046511627906975]",
1075_DFA_SAD_XX,"[0.2, 0.28, 0.06, 0.21]","[0.0, 0.0, 0.0]","[-0.47368421052631576, -0.4042553191489361, -0.4000000000000001, -0.43243243243243246]",
1044_TSI_FEA_XX,"[0.08, 0.39, 0.11, 0.42]","[1.1102230246251565e-16, 0.0, 0.0]","[-0.6666666666666666, -0.18749999999999994, -0.47619047619047616, -0.16000000000000003]",
1004_TAI_HAP_XX,"[0.02, 0.25, 0.13, 0.28, 0.29]","[0.0, 0.0, -2.220446049250313e-16, 0.0]","[-0.9230769230769231, -0.5901639344262295, -0.27777777777777773, -0.5, -0.32558139534883723]",
1019_IWL_FEA_XX,"[0.18, 0.2, 0.31, 0.1, 0.29, 0.38, 0.33]","[0.0, 0.0, 0.06000000000000005, 0.0, -2.220446049250313e-16, 2.220446049250313e-16]","[0.5, 0.1764705882352941, 0.631578947368421, 2.3333333333333335, 0.15999999999999992, 0.027027027027027053, 0.17857142857142852]",
1079_IEO_SAD_MD,"[0.03, 0.32, 0.54]","[0.0, 0.0]","[-0.8, 0.10344827586206906, 0.08000000000000007]",
1033_WSI_ANG_XX,"[0.17, 0.34, 0.1, 0.04, 0.25, 0.08, 0.61]","[-5.551115123125783e-17, 0.0, 0.0, 0.0, -2.220446049250313e-16, 0.010000000000000009]","[0.06250000000000006, 0.0, -0.23076923076923075, -0.4285714285714286, -0.3055555555555555, -0.2727272727272727, 0.5249999999999999]",
1026_IOM_FEA_XX,"[0.17, 0.1, 0.09, 0.17, 0.07, 0.11, 0.51]","[0.0, 0.0, 1.1102230246251565e-16, -1.1102230246251565e-16, 0.01000000000000012, 0.0]","[-0.19047619047619038, -0.4444444444444444, -0.4705882352941177, -0.2272727272727272, -0.5333333333333333, 0.0, 0.020000000000000018]",
1048_DFA_SAD_XX,"[0.27, 0.32, 0.06, 0.4]","[0.0, 0.0, 0.0]","[-0.06896551724137918, 0.06666666666666674, 0.0, 0.0]",
1073_IEO_DIS_HI,"[0.23, 0.49, 0.66]","[1.1102230246251565e-16, -2.220446049250313e-16]","[0.3529411764705882, 0.48484848484848475, 0.2941176470588236]",
1070_ITH_FEA_XX,"[0.09, 0.22, 0.06, 0.18, 0.05, 0.47, 0.37]","[1.1102230246251565e-16, 0.0, 0.010000000000000009, 0.0, 0.0, 0.0]","[-0.3571428571428572, -0.29032258064516125, -0.14285714285714296, -0.18181818181818185, -0.1666666666666666, -0.06000000000000005, -0.3148148148148149]",
1004_IWW_SAD_XX,"[0.12, 0.27, 0.17, 0.2, 0.17, 0.46]","[0.0, 0.0, 0.010000000000000009, -2.220446049250313e-16, 2.220446049250313e-16]","[-0.07692307692307698, -0.2058823529411765, -0.4333333333333333, -0.19999999999999996, 0.13333333333333347, 0.09523809523809533]",
1020_DFA_ANG_XX,"[0.62, 0.69, 0.13, 0.63]","[0.010000000000000009, 0.1200000000000001, -2.220446049250313e-16]","[0.7222222222222223, 1.2999999999999998, 1.1666666666666667, 0.10526315789473695]",
1058_IEO_ANG_LO,"[0.22, 0.48, 0.69]","[0.010000000000000009, 0.0]","[0.047619047619047665, 0.29729729729729726, 0.25454545454545435]",
1028_MTI_SAD_XX,"[0.39, 0.55, 0.18, 0.13, 0.18, 0.35]","[0.0, 0.0, -4.440892098500626e-16, 0.020000000000000462, -4.440892098500626e-16]","[0.026315789473684233, -0.09836065573770482, -0.14285714285714285, -0.27777777777777773, 0.28571428571428553, 0.5217391304347825]",
1007_IWW_ANG_XX,"[0.09, 0.35, 0.17, 0.21, 0.16, 0.63]","[0.0, 0.0, 0.010000000000000009, 0.0, 0.010000000000000009]","[-0.25, 0.0, -0.055555555555555455, 0.049999999999999906, 0.0, 0.7500000000000001]",
1040_MTI_FEA_XX,"[0.23, 0.37, 0.02, 0.09, 0.12, 0.48]","[0.0, 0.010000000000000009, 0.0, -2.220446049250313e-16, 2.220446049250313e-16]","[-0.3235294117647059, -0.26, -0.8333333333333333, -0.3571428571428572, 0.09090909090909087, 0.26315789473684204]",
1007_IWW_DIS_XX,"[0.01, 0.37, 0.2, 0.25, 0.14, 0.49]","[0.53, 0.0, 0.0, 0.0, 0.020000000000000018]","[-0.9166666666666667, 0.0571428571428572, 0.11111111111111122, 0.24999999999999994, -0.12499999999999993, 0.36111111111111116]",
1046_ITS_SAD_XX,"[0.14, 0.23, 0.1, 0.16, 0.12, 0.34]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.2727272727272728, 0.0, 0.0, -0.15789473684210525, -0.14285714285714296, -0.20930232558139528]",
1049_ITS_ANG_XX,"[0.11, 0.25, 0.13, 0.33, 0.27, 0.6]","[0.010000000000000009, 0.0, 0.0, 0.0, 0.0]","[0.09999999999999995, -0.10714285714285723, 0.08333333333333341, 0.5714285714285715, 0.6875000000000001, 0.17647058823529405]",
1090_DFA_SAD_XX,"[0.25, 0.35, 0.06, 0.55]","[0.0, 0.0, 1.1102230246251565e-16]","[-0.4444444444444445, 0.2962962962962961, -0.14285714285714296, 0.14583333333333348]",
1026_IWW_FEA_XX,"[0.08, 0.19, 0.13, 0.17, 0.07, 0.32]","[0.0, 0.0, 0.0, 0.0, 0.0]","[-0.4285714285714286, -0.3448275862068965, -0.35000000000000003, -0.2272727272727272, -0.5, 0.10344827586206906]",
1081_IEO_DIS_MD,"[0.22, 0.46, 0.85]","[0.0, 0.0]","[0.0, 0.2432432432432433, 0.6666666666666666]",
1050_ITS_FEA_XX,"[0.14, 0.41, 0.16, 0.32, 0.17, 0.57]","[-1.1102230246251565e-16, 0.33000000000000007, 2.220446049250313e-16, -2.220446049250313e-16, 0.029999999999999805]","[1.0, 0.5185185185185184, 0.3333333333333334, 0.3333333333333334, -0.055555555555555455, 0.017857142857142672]",
1087_ITH_DIS_XX,"[0.11, 0.29, 0.07, 0.2, 0.05, 0.53, 0.53]","[0.0, 1.1102230246251565e-16, 0.010000000000000009, 0.0, 0.0, 0.0]","[0.0, -0.03333333333333337, 0.0, -0.04761904761904753, -0.28571428571428575, 0.08163265306122457, -0.1587301587301587]",
1039_DFA_HAP_XX,"[0.31, 0.29, 0.07, 0.63]","[-1.1102230246251565e-16, 1.1102230246251565e-16, 0.0]","[0.0, -0.03333333333333337, 0.0, 0.5365853658536587]",
1054_ITH_SAD_XX,"[0.11, 0.29, 0.08, 0.23, 0.05, 0.39, 0.6]","[0.0, 0.010000000000000009, -2.220446049250313e-16, 0.0, 0.0, 2.220446049250313e-16]","[0.0, 0.2608695652173912, 0.3333333333333334, 0.3529411764705882, 0.0, 0.0, 0.1320754716981131]",
1087_ITS_HAP_XX,"[0.09, 0.26, 0.11, 0.19, 0.16, 0.61]","[0.0, 0.0, 0.0, 1.1102230246251565e-16, 0.020000000000000018]","[-0.10000000000000009, -0.10344827586206887, -0.21428571428571436, -0.29629629629629634, -0.11111111111111106, 0.24489795918367346]",
1054_ITH_ANG_XX,"[0.08, 0.26, 0.06, 0.18, 0.06, 0.43, 0.63]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.2727272727272727, 0.13043478260869565, 0.0, 0.058823529411764594, 0.1999999999999999, 0.1025641025641025, 0.18867924528301883]",
1042_TSI_SAD_XX,"[0.14, 0.4, 0.13, 0.46]","[0.0, -1.1102230246251565e-16, 0.0]","[-0.22222222222222213, -0.02439024390243891, 0.0, 0.15]",
1052_IEO_ANG_HI,"[0.39, 0.52, 0.78]","[0.08999999999999986, 0.13000000000000012]","[0.1142857142857144, 0.13043478260869565, 0.4181818181818181]",
1017_TSI_SAD_XX,"[0.14, 0.46, 0.2, 0.5]","[0.0, 0.019999999999999907, 0.0]","[-0.3, -0.11538461538461538, -0.09090909090909087, 0.11111111111111108]",
1069_IEO_ANG_MD,"[0.13, 0.38, 0.74]","[0.0, 0.0]","[-0.13333333333333328, 0.15151515151515146, 0.423076923076923]",
1037_TIE_FEA_XX,"[0.2, 0.1, 0.52, 0.16, 0.23]","[1.1102230246251565e-16, 0.0, 0.0, 0.010000000000000009]","[-0.09090909090909087, -0.1666666666666666, -0.08771929824561392, -0.11111111111111106, -0.36111111111111105]",
1068_WSI_DIS_XX,"[0.1, 0.26, 0.09, 0.04, 0.26, 0.07, 0.6]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.5238095238095237, -0.27777777777777773, -0.3571428571428572, -0.20000000000000004, -0.13333333333333328, -0.3, 0.15384615384615377]",
1087_DFA_ANG_XX,"[0.46, 0.59, 0.1, 0.6]","[0.010000000000000009, 0.07000000000000006, -2.220446049250313e-16]","[0.48387096774193555, 0.40476190476190477, 0.25000000000000006, 0.42857142857142855]",
1060_IEO_HAP_MD,"[0.23, 0.45, 0.59]","[0.010000000000000009, 0.0]","[-0.20689655172413784, -0.13461538461538464, 0.22916666666666666]",
1022_IWL_DIS_XX,"[0.01, 0.11, 0.35, 0.08, 0.24, 0.42, 0.76]","[1.3877787807814457e-17, -2.7755575615628914e-17, 0.040000000000000036, 1.1102230246251565e-16, 0.0, 0.0]","[-0.9333333333333332, -0.42105263157894735, 0.2962962962962961, -0.11111111111111106, -0.07692307692307698, 0.1052631578947368, 0.5510204081632654]",
1047_IEO_FEA_HI,"[0.15, 0.22, 0.2]","[0.0, 0.10000000000000009]","[-0.21052631578947373, -0.3714285714285714, -0.5918367346938775]",
1033_IEO_FEA_LO,"[0.03, 0.26, 0.49]","[-1.1102230246251565e-16, 0.0]","[-0.8333333333333334, -0.1875, -0.03921568627450984]",
1065_TSI_FEA_XX,"[0.14, 0.35, 0.04, 0.46]","[-2.220446049250313e-16, 2.220446049250313e-16, 0.0]","[0.07692307692307698, -0.2553191489361702, -0.7142857142857143, 0.06976744186046518]",
1018_TIE_FEA_XX,"[0.34, 0.11, 0.66, 0.14, 0.56]","[0.0, 0.0, -2.220446049250313e-16, 0.010000000000000009]","[0.09677419354838718, -0.15384615384615388, 0.32000000000000006, 0.16666666666666682, 0.16666666666666682]",
1007_IEO_SAD_HI,"[0.11, 0.37, 0.05]","[0.0, -2.220446049250313e-16]","[-0.45, -0.05128205128205133, -0.8780487804878049]",
1019_TSI_DIS_XX,"[0.22, 0.54, 0.31, 0.79]","[-5.551115123125783e-17, 0.06000000000000005, 0.010000000000000009]","[-0.38888888888888884, 0.1739130434782609, 0.0, 0.49056603773584906]",
1016_IWW_FEA_XX,"[0.11, 0.29, 0.19, 0.35, 0.02, 0.58]","[0.0, 0.0, 0.0, 0.010000000000000009, 0.0]","[0.5714285714285713, 0.11538461538461527, 0.2666666666666667, 1.3333333333333333, -0.8666666666666667, 0.28888888888888875]",
1062_IWL_FEA_XX,"[0.09, 0.2, 0.22, 0.06, 0.2, 0.41, 0.57]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.43750000000000006, 0.0, -0.21428571428571436, 0.1999999999999999, -0.19999999999999996, 0.0, 0.23913043478260854]",
1023_IOM_ANG_XX,"[0.17, 0.28, 0.15, 0.28, 0.12, 0.09, 0.3]","[0.010000000000000009, 0.0, 0.0, 0.0, 0.0, -2.220446049250313e-16]","[-0.19047619047619038, 0.4000000000000001, -0.06250000000000006, 0.4000000000000001, 0.09090909090909087, -0.10000000000000009, -0.3023255813953489]",
1080_IEO_ANG_LO,"[0.04, 0.49, 0.61]","[0.0, 0.0]","[-0.8571428571428571, 0.020833333333333353, 0.05172413793103453]",
1086_DFA_DIS_XX,"[0.09, 0.27, 0.13, 0.49]","[0.0, 0.0, 0.020000000000000018]","[-0.625, -0.09999999999999991, 1.1666666666666667, 0.28947368421052627]",
1039_WSI_FEA_XX,"[0.13, 0.37, 0.14, 0.06, 0.37, 0.12, 0.56]","[5.551115123125783e-17, 0.0, 0.0, 1.1102230246251565e-16, 0.0, 0.0]","[-0.38095238095238093, 0.15624999999999997, 0.16666666666666682, 0.4999999999999999, 0.37037037037037024, 0.09090909090909087, 0.142857142857143]",
1002_IEO_ANG_LO,"[0.16, 0.36, 0.72]","[0.0, 0.0]","[-0.15789473684210525, 0.16129032258064513, 0.4693877551020408]",
1028_IWW_DIS_XX,"[0.15, 0.36, 0.19, 0.21, 0.18, 0.39]","[0.0, 0.0, 0.0, 0.0, 2.220446049250313e-16]","[-0.11764705882352951, -0.05263157894736847, -0.09523809523809519, -0.0454545454545455, 0.3846153846153845, 0.1142857142857144]",
1047_IEO_DIS_MD,"[0.09, 0.38, 0.73]","[0.0, 0.0]","[-0.5263157894736842, 0.0857142857142858, 0.4897959183673469]",
1033_IWW_ANG_XX,"[0.08, 0.22, 0.18, 0.18, 0.15, 0.4]","[0.0, 0.0, 0.0, 1.1102230246251565e-16, 0.030000000000000027]","[-0.11111111111111106, -0.12, 0.2, 0.058823529411764594, 0.3636363636363636, 0.0]",
1016_IWW_ANG_XX,"[0.08, 0.3, 0.17, 0.18, 0.14, 0.51]","[-2.220446049250313e-16, 0.0, 0.0, 2.220446049250313e-16, -2.220446049250313e-16]","[0.14285714285714277, 0.15384615384615377, 0.13333333333333347, 0.2, -0.06666666666666654, 0.13333333333333333]",
1060_IWL_HAP_XX,"[0.18, 0.23, 0.24, 0.11, 0.2, 0.48, 0.41]","[0.0, 0.0, 0.030000000000000027, 0.0, 0.030000000000000027, -4.440892098500626e-16]","[0.0, -0.04166666666666659, -0.14285714285714296, 0.0, -0.1666666666666666, 0.02127659574468087, -0.26785714285714296]",
1019_ITS_DIS_XX,"[0.17, 0.27, 0.14, 0.28, 0.18, 0.63]","[0.04999999999999993, 0.0, 0.0, 0.0, 0.020000000000000018]","[1.125, 0.22727272727272735, 0.2727272727272728, 0.5555555555555558, 0.2, 0.3404255319148937]",
1059_IEO_FEA_HI,"[0.17, 0.42, 0.68]","[0.0, 0.0]","[-0.4516129032258064, -0.32258064516129037, -0.014492753623188259]",
1047_DFA_DIS_XX,"[0.3, 0.35, 0.05, 0.63]","[0.010000000000000009, 2.220446049250313e-16, -2.220446049250313e-16]","[-0.21052631578947373, -0.054054054054054106, -0.375, 0.3404255319148937]",
1050_IEO_FEA_HI,"[0.03, 0.06, 0.62]","[0.0, 0.0]","[-0.8333333333333334, -0.823529411764706, 0.14814814814814806]",
1028_ITH_HAP_XX,"[0.13, 0.2, 0.05, 0.17, 0.05, 0.43, 0.48]","[0.039999999999999925, 0.0, -1.1102230246251565e-16, 0.0, 0.0, 0.0]","[-0.43478260869565216, -0.3103448275862068, -0.5454545454545454, -0.31999999999999995, -0.5833333333333333, -0.08510638297872336, -0.2835820895522389]",
1057_TSI_FEA_XX,"[0.02, 0.46, 0.12, 0.52]","[0.0, -2.220446049250313e-16, 0.0]","[-0.8750000000000001, -0.09803921568627448, -0.3333333333333333, 0.040000000000000036]",
1027_IWL_FEA_XX,"[0.05, 0.15, 0.16, 0.04, 0.17, 0.35, 0.42]","[0.0, -1.1102230246251565e-16, 2.220446049250313e-16, -2.220446049250313e-16, 2.220446049250313e-16, -2.220446049250313e-16]","[-0.5454545454545454, 0.0, 0.0, 0.0, 0.13333333333333347, -0.027777777777777804, 0.20000000000000004]",
1032_ITH_FEA_XX,"[0.01, 0.24, 0.07, 0.19, 0.07, 0.43, 0.54]","[0.83, 0.0, 0.009999999999999787, 2.220446049250313e-16, 0.009999999999999787, 2.220446049250313e-16]","[0.0, -0.17241379310344826, -0.3636363636363636, -0.3214285714285715, 0.4000000000000001, 0.0, -0.15624999999999997]",
1048_IEO_HAP_LO,"[0.17, 0.31, 0.35]","[-1.1102230246251565e-16, 0.0]","[-0.1052631578947368, -0.03125000000000003, 0.06060606060606049]",
1079_ITH_SAD_XX,"[0.1, 0.24, 0.02, 0.11, 0.06, 0.51, 0.67]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.1666666666666666, -0.368421052631579, -0.7142857142857143, -0.38888888888888884, 0.0, -0.12068965517241372, 0.3958333333333335]",
1009_ITH_HAP_XX,"[0.01, 0.23, 0.12, 0.06, 0.04, 0.36, 0.6]","[0.13, 0.0, 0.010000000000000009, 0.0, -1.1102230246251565e-16, 0.0]","[-0.9285714285714285, -0.28125, 0.4999999999999999, -0.7000000000000001, -0.3333333333333333, -0.21739130434782614, 0.4999999999999999]",
1051_IEO_HAP_LO,"[0.19, 0.33, 0.54]","[0.0, 0.0]","[0.11764705882352934, 0.0, 0.058823529411764754]",
1038_IOM_HAP_XX,"[0.18, 0.12, 0.12, 0.16, 0.14, 0.13, 0.64]","[1.1102230246251565e-16, 0.0, 0.0, 0.0, -2.220446049250313e-16, 0.0]","[-0.18181818181818185, -0.42857142857142855, -0.25000000000000006, -0.2727272727272727, -0.06666666666666654, 0.08333333333333341, 0.23076923076923075]",
1007_IEO_FEA_HI,"[0.16, 0.38, 0.64]","[0.0, 0.0]","[-0.20000000000000004, -0.025641025641025664, 0.5609756097560977]",
1015_WSI_SAD_XX,"[0.03, 0.35, 0.08, 0.05, 0.22, 0.1, 0.46]","[0.010000000000000009, 2.220446049250313e-16, -2.220446049250313e-16, 0.0, 0.0, 0.0]","[-0.8125, 0.12903225806451607, -0.20000000000000004, 0.25000000000000006, -0.18518518518518523, 0.0, 2.0666666666666673]",
1011_ITS_FEA_XX,"[0.03, 0.21, 0.08, 0.15, 0.15, 0.51]","[0.010000000000000009, 0.0, 0.0, 0.0, 0.0]","[-0.7272727272727273, -0.2222222222222223, -0.6, -0.42307692307692313, -0.375, 0.0]",
1020_IWW_FEA_XX,"[0.09, 0.25, 0.14, 0.16, 0.15, 0.53]","[0.0, 0.0, 0.0, 0.0, 0.0]","[-0.30769230769230776, -0.16666666666666663, -0.22222222222222213, -0.11111111111111106, -0.06250000000000006, 0.15217391304347827]",
1020_WSI_ANG_XX,"[0.29, 0.6, 0.2, 0.06, 0.31, 0.14, 0.85]","[0.010000000000000064, 0.020000000000000018, 0.0, 0.0, 0.0, 0.0]","[0.2608695652173912, 0.5789473684210525, 0.4285714285714285, 0.0, 0.03333333333333337, 0.0, 2.148148148148148]",
1004_IWL_FEA_XX,"[0.12, 0.16, 0.2, 0.04, 0.23, 0.36, 0.52]","[0.0, 0.0, 0.0, 0.0, 0.0, -2.220446049250313e-16]","[-0.42857142857142855, -0.3333333333333333, -0.45945945945945943, -0.6363636363636365, -0.3428571428571428, -0.23404255319148934, -0.03703703703703707]",
1077_MTI_FEA_XX,"[0.19, 0.41, 0.16, 0.14, 0.13, 0.33]","[5.551115123125783e-17, 0.0, 0.029999999999999916, 0.0, 0.0]","[-0.5, -0.16326530612244902, -0.20000000000000004, 0.0, -0.13333333333333328, -0.24999999999999997]",
1066_MTI_ANG_XX,"[0.31, 0.52, 0.12, 0.08, 0.13, 0.51]","[0.0, 0.0, 2.220446049250313e-16, -2.220446049250313e-16, 2.220446049250313e-16]","[0.03333333333333337, 0.3, 0.0, -0.3333333333333333, 0.18181818181818185, 0.15909090909090912]",
1039_IWL_SAD_XX,"[0.01, 0.1, 0.27, 0.07, 0.18, 0.41, 0.31]","[0.0, 0.0, 0.0, 0.009999999999999787, 0.0, 0.0]","[-0.9090909090909092, -0.28571428571428575, 0.6875000000000001, 0.0, 0.28571428571428553, 0.20588235294117632, 0.06896551724137938]",
1023_WSI_DIS_XX,"[0.23, 0.36, 0.1, 0.04, 0.27, 0.12, 0.48]","[0.0, 0.0, -2.220446049250313e-16, 0.0, 0.0, 2.220446049250313e-16]","[0.0, -0.07692307692307698, -0.23076923076923075, -0.3333333333333333, -0.30769230769230765, -0.07692307692307698, -0.02040816326530614]",
1043_ITS_SAD_XX,"[0.09, 0.27, 0.13, 0.27, 0.19, 0.48]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.03846153846153849, -0.07142857142857148, 0.0, -0.050000000000000044, 0.17073170731707318]",
